ORDERNUMBER,QUANTITYORDERED,PRICEEACH,CALCULATED_PRICE,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH,YEAR,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10273,26,100.0,2600.0,9,3429.7263000000003,2004-07-21,Shipped,3,7,2004,Ships,99,S700_3962,PETIT AUTO,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,Dewey,Catherine,Small
10175,28,100.0,2800.0,6,3430.3038000000006,2003-11-06,Shipped,4,11,2003,Trucks and Buses,127,S24_2300,"STYLISH DESK DECORS, CO.",(171) 555-0297,35 King George,London,,WX3 6FW,UK,Brown,Ann,Small
10308,47,63.22,2971.34,4,3431.8977000000004,2004-10-15,Shipped,4,10,2004,Motorcycles,76,S24_2000,MINI CLASSICS,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,Frick,Steve,Small
10224,37,80.34,2972.58,4,3433.3299,2004-02-21,Shipped,1,2,2004,Motorcycles,69,S24_2360,DAEDALUS DESIGNS IMPORTS,20.16.1555,"184, chausse de Tournai",Lille,,59000,France,Rance,Martine,Small
10313,30,99.13,2973.8999999999996,9,3434.8545000000004,2004-10-22,Shipped,4,10,2004,Classic Cars,101,S700_2824,CANADIAN GIFT EXCHANGE NETWORK,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Tannamuri,Yoshi,Small
10332,26,100.0,2600.0,17,3440.8374000000003,2004-11-17,Shipped,4,11,2004,Vintage Cars,62,S18_2957,"AV STORES, CO.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,Ashworth,Victoria,Small
10207,28,100.0,2800.0,3,3442.5930000000003,2003-12-09,Shipped,4,12,2003,Classic Cars,118,S24_4048,DIECAST COLLECTABLES,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,Franco,Valarie,Small
10270,31,96.24,2983.44,10,3445.8732000000005,2004-07-19,Shipped,3,7,2004,Vintage Cars,101,S18_2949,SOUVENIERS AND THINGS CO.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Huxley,Adrian,Small
10321,24,100.0,2400.0,15,3447.5364000000004,2004-11-04,Shipped,4,11,2004,Classic Cars,115,S12_4675,FUNGIFTIDEAS.COM,5085552555,1785 First Street,New Bedford,MA,50553,USA,Benitez,Violeta,Small
10358,36,82.94,2985.84,4,3448.6452000000004,2004-12-10,Shipped,4,12,2004,Classic Cars,35,S24_2840,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10371,30,99.55,2986.5,11,3449.4075000000007,2005-01-23,Shipped,1,1,2005,Trains,62,S32_3207,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10339,39,76.67,2990.13,3,3453.60015,2004-11-23,Shipped,4,11,2004,Motorcycles,193,S10_4698,"TOKYO COLLECTABLES, LTD",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Shimamura,Akiko,Small
10358,32,93.49,2991.68,12,3455.3904,2004-12-10,Shipped,4,12,2004,Classic Cars,169,S18_3232,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10283,25,100.0,2500.0,6,3455.76,2004-08-20,Shipped,3,8,2004,Classic Cars,136,S10_4757,"ROYAL CANADIAN COLLECTABLES, LTD.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Lincoln,Elizabeth,Small
10123,50,59.87,2993.5,1,3457.4925000000003,2003-05-20,Shipped,2,5,2003,Classic Cars,50,S24_1628,ATELIER GRAPHIQUE,40.32.2555,"54, rue Royale",Nantes,,44000,France,Schmitt,Carine,Small
10262,33,90.75,2994.75,6,3458.9362500000007,2004-06-24,Cancelled,2,6,2004,Planes,99,S700_2466,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10342,48,62.45,2997.6000000000004,10,3462.2280000000005,2004-11-24,Shipped,4,11,2004,Classic Cars,61,S24_3371,"AUSTRALIAN COLLECTORS, CO.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Small
10238,41,73.17,2999.9700000000003,6,3464.9653500000004,2004-04-09,Shipped,2,4,2004,Classic Cars,80,S18_3278,DANISH WHOLESALE IMPORTS,31 12 3555,Vinb'ltet 34,Kobenhavn,,1734,Denmark,Petersen,Jytte,Small
10250,40,75.06,3002.4,13,3467.772000000001,2004-05-11,Shipped,2,5,2004,Planes,68,S24_3949,THE SHARP GIFTS WAREHOUSE,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,Frick,Sue,Medium
10333,26,100.0,2600.0,3,3468.4650000000006,2004-11-18,Shipped,4,11,2004,Classic Cars,214,S10_1949,MINI WHEELS CO.,6505555787,5557 North Pendale Street,San Francisco,CA,,USA,Murphy,Julie,Medium
10167,28,100.0,2800.0,14,3468.4650000000006,2003-10-23,Cancelled,4,10,2003,Ships,99,S700_3962,SCANDINAVIAN GIFT IDEAS,0695-34 6555,?kergatan 24,Boras,,S-844 67,Sweden,Larsson,Maria,Medium
10153,50,60.06,3003.0,4,3468.4650000000006,2003-09-28,Shipped,3,9,2003,Ships,54,S72_3212,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Medium
10386,41,73.32,3006.12,12,3472.0686,2005-03-01,Resolved,1,3,2005,Planes,68,S24_3949,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Medium
10280,29,100.0,2900.0,4,3472.4266500000003,2004-08-17,Shipped,3,8,2004,Vintage Cars,104,S18_3136,AMICA MODELS & CO.,011-4988555,Via Monte Bianco 34,Torino,,10100,Italy,Accorti,Paolo,Medium
10210,23,100.0,2300.0,2,3475.4989500000006,2004-01-12,Shipped,1,1,2004,Motorcycles,118,S10_2016,OSAKA SOUVENIERS CO.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Kentary,Mory,Medium
10323,33,91.27,3011.91,2,3478.75605,2004-11-05,Shipped,4,11,2004,Vintage Cars,99,S18_3320,"BLAUER SEE AUTO, CO.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,,60528,Germany,Keitel,Roland,Medium
10271,31,97.17,3012.27,5,3479.17185,2004-07-20,Shipped,3,7,2004,Trucks and Buses,118,S12_4473,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
10166,29,100.0,2900.0,3,3481.13535,2003-10-21,Shipped,4,10,2003,Ships,86,S700_1938,FUNGIFTIDEAS.COM,5085552555,1785 First Street,New Bedford,MA,50553,USA,Benitez,Violeta,Medium
10386,32,94.34,3018.88,17,3486.8064000000004,2005-03-01,Resolved,1,3,2005,Planes,80,S700_3167,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Medium
10350,30,100.0,3000.0,9,3489.2550000000006,2004-12-02,Shipped,4,12,2004,Vintage Cars,88,S24_3151,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Medium
10261,44,68.67,3021.48,2,3489.8094000000006,2004-06-17,Shipped,2,6,2004,Ships,72,S700_2610,QUEBEC HOME SHOPPING NETWORK,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,Fresnisre,Jean,Medium
10350,30,100.0,3000.0,3,3491.6805000000004,2004-12-02,Shipped,4,12,2004,Vintage Cars,87,S18_4522,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Medium
10373,50,60.49,3024.5,6,3493.2975,2005-01-31,Shipped,1,1,2005,Vintage Cars,105,S18_3856,"OULU TOY SUPPLIES, INC.",981-443655,Torikatu 38,Oulu,,90110,Finland,Koskitalo,Pirkko,Medium
10222,43,70.35,3025.0499999999997,6,3493.9327500000004,2004-02-19,Shipped,1,2,2004,Vintage Cars,65,S24_3420,COLLECTABLE MINI DESIGNS CO.,7605558146,361 Furth Circle,San Diego,CA,91217,USA,Thompson,Valarie,Medium
10201,24,100.0,2400.0,5,3494.9376000000007,2003-12-01,Shipped,4,12,2003,Motorcycles,118,S10_2016,MINI WHEELS CO.,6505555787,5557 North Pendale Street,San Francisco,CA,,USA,Murphy,Julie,Medium
10117,38,79.68,3027.84,6,3497.1552000000006,2003-04-16,Shipped,2,4,2003,Ships,86,S700_1938,"DRAGON SOUVENIERS, LTD.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Natividad,Eric,Medium
10414,28,100.0,2800.0,7,3498.5412000000006,2005-05-06,On Hold,2,5,2005,Ships,100,S700_3505,GIFTS4ALLAGES.COM,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,Yoshido,Juri,Medium
10375,37,81.87,3029.19,6,3498.7144500000004,2005-02-03,Shipped,1,2,2005,Planes,91,S700_1691,LA ROCHELLE GIFTS,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,Labrune,Janine,Medium
10367,32,94.79,3033.28,7,3503.438400000001,2005-01-12,Resolved,1,1,2005,Vintage Cars,168,S18_2795,TOYS4GROWNUPS.COM,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,Young,Julie,Medium
10244,36,84.33,3035.88,5,3506.4414000000006,2004-04-29,Shipped,2,4,2004,Vintage Cars,99,S18_3320,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Medium
10373,46,66.0,3036.0,11,3506.5800000000004,2005-01-31,Shipped,1,1,2005,Vintage Cars,65,S24_3420,"OULU TOY SUPPLIES, INC.",981-443655,Torikatu 38,Oulu,,90110,Finland,Koskitalo,Pirkko,Medium
10107,21,100.0,2100.0,1,3507.273,2003-02-24,Shipped,1,2,2003,Motorcycles,150,S12_2823,LAND OF TOYS INC.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Medium
10308,46,66.04,3037.84,10,3508.705200000001,2004-10-15,Shipped,4,10,2004,Vintage Cars,68,S32_4289,MINI CLASSICS,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,Frick,Steve,Medium
10225,47,64.68,3039.9600000000005,5,3511.1538000000005,2004-02-22,Shipped,1,2,2004,Classic Cars,77,S18_1889,"VIDA SPORT, LTD",0897-034555,Grenzacherweg 237,Gensve,,1203,Switzerland,Holz,Michael,Medium
10359,49,62.09,3042.4100000000003,5,3513.98355,2004-12-15,Shipped,4,12,2004,Classic Cars,173,S12_3891,REIMS COLLECTABLES,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,Henriot,Paul,Medium
10287,43,70.76,3042.6800000000003,15,3514.2954,2004-08-30,Shipped,3,8,2004,Classic Cars,80,S18_3278,"VIDA SPORT, LTD",0897-034555,Grenzacherweg 237,Gensve,,1203,Switzerland,Holz,Michael,Medium
10245,44,69.16,3043.04,5,3514.7112,2004-05-04,Shipped,2,5,2004,Trucks and Buses,64,S32_3522,SUPER SCALE INC.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,Murphy,Leslie,Medium
10182,21,100.0,2100.0,4,3520.1281500000005,2003-11-12,Shipped,4,11,2003,Vintage Cars,168,S18_2795,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
10407,42,72.65,3051.3,1,3524.2515000000008,2005-04-22,On Hold,2,4,2005,Vintage Cars,60,S18_2248,THE SHARP GIFTS WAREHOUSE,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,Frick,Sue,Medium
10325,47,64.93,3051.7100000000005,6,3524.7250500000005,2004-11-05,Shipped,4,11,2004,Classic Cars,136,S10_4757,BAANE MINI IMPORTS,07-98 9555,Erling Skakkes gate 78,Stavern,,4110,Norway,Bergulfsen,Jonas,Medium
10192,23,100.0,2300.0,1,3525.44115,2003-11-20,Shipped,4,11,2003,Classic Cars,117,S24_2887,ONLINE DIECAST CREATIONS CO.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,Young,Valarie,Medium
10205,48,63.61,3053.2799999999997,1,3526.538400000001,2003-12-03,Shipped,4,12,2003,Vintage Cars,53,S18_1367,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Medium
10248,30,100.0,3000.0,5,3527.0235000000002,2004-05-07,Cancelled,2,5,2004,Vintage Cars,88,S24_3151,LAND OF TOYS INC.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Medium
10253,26,100.0,2600.0,5,3527.9244000000003,2004-06-01,Cancelled,2,6,2004,Classic Cars,141,S18_1129,"UK COLLECTABLES, LTD.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,Devon,Elizabeth,Medium
10259,29,100.0,2900.0,2,3528.0283500000005,2004-06-15,Shipped,2,6,2004,Trucks and Buses,115,S50_1392,HANDJI GIFTS& CO,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,Victorino,Wendy,Medium
10250,50,61.22,3061.0,7,3535.4550000000004,2004-05-11,Shipped,2,5,2004,Vintage Cars,68,S32_4289,THE SHARP GIFTS WAREHOUSE,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,Frick,Sue,Medium
10400,42,72.96,3064.3199999999997,8,3539.289600000001,2005-04-01,Shipped,2,4,2005,Vintage Cars,83,S24_3816,THE SHARP GIFTS WAREHOUSE,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,Frick,Sue,Medium
10402,55,55.72,3064.6,2,3539.6130000000003,2005-04-07,Shipped,2,4,2005,Motorcycles,60,S18_2625,AUTO CANAL PETIT,(1) 47.55.6555,"25, rue Lauriston",Paris,,75016,France,Perrier,Dominique,Medium
10105,22,100.0,2200.0,11,3540.1212,2003-02-11,Shipped,1,2,2003,Vintage Cars,136,S18_3140,DANISH WHOLESALE IMPORTS,31 12 3555,Vinb'ltet 34,Kobenhavn,,1734,Denmark,Petersen,Jytte,Medium
10419,34,90.17,3065.78,14,3540.975900000001,2005-05-17,Shipped,2,5,2005,Classic Cars,79,S12_3990,SALZBURG COLLECTABLES,6562-9555,Geislweg 14,Salzburg,,5020,Austria,Pipps,Georg,Medium
10119,35,87.62,3066.7000000000003,13,3542.0385,2003-04-28,Shipped,2,4,2003,Vintage Cars,88,S24_3151,SALZBURG COLLECTABLES,6562-9555,Geislweg 14,Salzburg,,5020,Austria,Pipps,Georg,Medium
10151,27,100.0,2700.0,10,3544.1752500000007,2003-09-21,Shipped,3,9,2003,Trucks and Buses,96,S32_1268,"OULU TOY SUPPLIES, INC.",981-443655,Torikatu 38,Oulu,,90110,Finland,Koskitalo,Pirkko,Medium
10390,31,98.99,3068.69,16,3544.336950000001,2005-03-04,Shipped,1,3,2005,Vintage Cars,127,S18_2325,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
10110,36,85.25,3069.0,13,3544.6950000000006,2003-03-18,Shipped,1,3,2003,Classic Cars,73,S24_1046,"AV STORES, CO.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,Ashworth,Victoria,Medium
10415,32,95.95,3070.4,4,3546.3120000000004,2005-05-09,Disputed,2,5,2005,Ships,90,S700_2047,"AUSTRALIAN COLLECTABLES, LTD",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,Connery,Sean,Medium
10177,29,100.0,2900.0,11,3546.4506000000006,2003-11-07,Shipped,4,11,2003,Trains,100,S18_3259,CAF IMPORTS,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,,28023,Spain,Fernandez,Jesus,Medium
10271,22,100.0,2200.0,1,3546.4737000000005,2004-07-20,Shipped,3,7,2004,Classic Cars,118,S24_4048,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
10182,44,69.84,3072.96,12,3549.2688000000003,2003-11-12,Shipped,4,11,2003,Classic Cars,71,S18_4933,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
10106,34,90.39,3073.26,2,3549.6153000000004,2003-02-17,Shipped,1,2,2003,Planes,84,S18_2581,ROVELLI GIFTS,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Rovelli,Giovanni,Medium
10123,26,100.0,2600.0,2,3550.1466,2003-05-20,Shipped,2,5,2003,Classic Cars,124,S18_1589,ATELIER GRAPHIQUE,40.32.2555,"54, rue Royale",Nantes,,44000,France,Schmitt,Carine,Medium
10285,39,78.92,3077.88,2,3554.951400000001,2004-08-27,Shipped,3,8,2004,Motorcycles,81,S50_4713,MARTA'S REPLICAS CO.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Hernandez,Marta,Medium
10331,25,100.0,2500.0,9,3555.6675000000005,2004-11-17,Shipped,4,11,2004,Classic Cars,61,S24_3371,MOTOR MINT DISTRIBUTORS INC.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,Hernandez,Rosa,Medium
10186,36,85.54,3079.44,8,3556.7532000000006,2003-11-14,Shipped,4,11,2003,Vintage Cars,83,S24_3816,"DOUBLE DECKER GIFT STORES, LTD",(171) 555-7555,120 Hanover Sq.,London,,WA1 1DP,UK,Hardy,Thomas,Medium
10414,47,65.52,3079.4399999999996,9,3556.7532000000006,2005-05-06,On Hold,2,5,2005,Ships,54,S72_3212,GIFTS4ALLAGES.COM,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,Yoshido,Juri,Medium
10124,36,85.59,3081.2400000000002,7,3558.8322000000003,2003-05-21,Shipped,2,5,2003,Vintage Cars,92,S18_4409,SIGNAL GIFT STORES,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,King,Sue,Medium
10383,29,100.0,2900.0,13,3565.5427500000005,2005-02-22,Shipped,1,2,2005,Trucks and Buses,115,S50_1392,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Medium
10114,45,68.67,3090.15,6,3569.1232500000006,2003-04-01,Shipped,2,4,2003,Trucks and Buses,60,S18_2432,"LA CORNE D'ABONDANCE, CO.",(1) 42.34.2555,"265, boulevard Charonne",Paris,,75012,France,Bertrand,Marie,Medium
10283,47,65.77,3091.1899999999996,7,3570.3244500000005,2004-08-20,Shipped,3,8,2004,Ships,72,S700_2610,"ROYAL CANADIAN COLLECTABLES, LTD.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Lincoln,Elizabeth,Medium
10145,38,81.36,3091.68,2,3570.8904,2003-08-25,Shipped,3,8,2003,Motorcycles,81,S50_4713,TOYS4GROWNUPS.COM,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,Young,Julie,Medium
10252,47,65.8,3092.6,8,3571.9530000000004,2004-05-26,Shipped,2,5,2004,Motorcycles,69,S24_2360,AUTO CANAL PETIT,(1) 47.55.6555,"25, rue Lauriston",Paris,,75016,France,Perrier,Dominique,Medium
10139,30,100.0,3000.0,5,3575.1870000000004,2003-07-16,Shipped,3,7,2003,Vintage Cars,99,S18_3320,SOUVENIERS AND THINGS CO.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Huxley,Adrian,Medium
10147,36,86.04,3097.44,10,3577.5432000000005,2003-09-05,Shipped,3,9,2003,Classic Cars,80,S18_3278,COLLECTABLES FOR LESS INC.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,Nelson,Allen,Medium
10343,30,100.0,3000.0,1,3578.9985,2004-11-24,Shipped,4,11,2004,Classic Cars,80,S24_4620,REIMS COLLECTABLES,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,Henriot,Paul,Medium
10145,33,93.9,3098.7000000000003,12,3578.9985,2003-08-25,Shipped,3,8,2003,Motorcycles,99,S32_1374,TOYS4GROWNUPS.COM,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,Young,Julie,Medium
10310,24,100.0,2400.0,8,3580.8696000000004,2004-10-16,Shipped,4,10,2004,Classic Cars,117,S12_3380,"TOMS SPEZIALITTEN, LTD",0221-5554327,Mehrheimerstr. 369,Koln,,50739,Germany,Pfalzheim,Henriette,Medium
10386,37,83.84,3102.08,14,3582.9024000000004,2005-03-01,Resolved,1,3,2005,Planes,99,S700_2466,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Medium
10128,32,97.0,3104.0,3,3585.120000000001,2003-06-06,Shipped,2,6,2003,Ships,86,S700_1938,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Medium
10336,49,63.38,3105.6200000000003,1,3586.9911,2004-11-20,Shipped,4,11,2004,Classic Cars,173,S12_3891,"LA CORNE D'ABONDANCE, CO.",(1) 42.34.2555,"265, boulevard Charonne",Paris,,75012,France,Bertrand,Marie,Medium
10308,35,88.75,3106.25,14,3587.7187500000005,2004-10-15,Shipped,4,10,2004,Planes,99,S700_2466,MINI CLASSICS,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,Frick,Steve,Medium
10193,28,100.0,2800.0,7,3588.4464000000003,2003-11-21,Shipped,4,11,2003,Vintage Cars,102,S18_1342,"AUSTRALIAN COLLECTABLES, LTD",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,Connery,Sean,Medium
10182,33,94.17,3107.61,15,3589.289550000001,2003-11-12,Shipped,4,11,2003,Classic Cars,85,S24_3191,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
10122,43,72.38,3112.3399999999997,6,3594.7527000000005,2003-05-08,Shipped,2,5,2003,Classic Cars,77,S18_1889,MARSEILLE MINI AUTOS,91.24.4555,"12, rue des Bouchers",Marseille,,13008,France,Lebihan,Laurence,Medium
10237,27,100.0,2700.0,5,3596.2542000000003,2004-04-05,Shipped,2,4,2004,Motorcycles,102,S32_4485,VITACHROME INC.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,Frick,Michael,Medium
10208,20,100.0,2000.0,12,3597.1320000000005,2004-01-02,Shipped,1,1,2004,Classic Cars,173,S12_3891,"SAVELEY & HENRIOT, CO.",78.32.5555,"2, rue du Commerce",Lyon,,69004,France,Saveley,Mary,Medium
10176,23,100.0,2300.0,9,3597.69795,2003-11-06,Shipped,4,11,2003,Trucks and Buses,115,S50_1392,L'ORDINE SOUVENIERS,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,Moroni,Maurizio,Medium
10318,31,100.0,3100.0,9,3599.47665,2004-11-02,Shipped,4,11,2004,Planes,84,S18_2581,DIECAST CLASSICS INC.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Yu,Kyung,Medium
10191,43,72.74,3127.8199999999997,9,3612.6321000000007,2003-11-20,Shipped,4,11,2003,Motorcycles,62,S18_3782,"TOMS SPEZIALITTEN, LTD",0221-5554327,Mehrheimerstr. 369,Koln,,50739,Germany,Pfalzheim,Henriette,Medium
10277,28,100.0,2800.0,1,3612.701400000001,2004-08-04,Shipped,3,8,2004,Classic Cars,115,S12_4675,"DRAGON SOUVENIERS, LTD.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Natividad,Eric,Medium
10247,49,63.85,3128.65,4,3613.5907500000008,2004-05-05,Shipped,2,5,2004,Trains,58,S50_1514,SUOMINEN SOUVENIERS,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,Suominen,Kalle,Medium
10126,38,82.34,3128.92,16,3613.902600000001,2003-05-28,Shipped,2,5,2003,Vintage Cars,99,S18_3320,"CORRIDA AUTO REPLICAS, LTD",(91) 555 22 82,"C/ Araquil, 67",Madrid,,28023,Spain,Sommer,Mart¡n,Medium
10108,38,82.39,3130.82,2,3616.097100000001,2003-03-03,Shipped,1,3,2003,Classic Cars,77,S18_1889,CRUZ & SONS CO.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Cruz,Arnold,Medium
10199,38,82.4,3131.2000000000003,3,3616.536,2003-12-01,Shipped,4,12,2003,Planes,80,S700_3167,WEST COAST COLLECTABLES CO.,3105553722,3675 Furth Circle,Burbank,CA,94019,USA,Thompson,Steve,Medium
10142,42,74.57,3131.9399999999996,16,3617.3907000000004,2003-08-08,Shipped,3,8,2003,Trains,62,S32_3207,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
10331,21,100.0,2100.0,1,3621.99915,2004-11-17,Shipped,4,11,2004,Classic Cars,140,S24_3856,MOTOR MINT DISTRIBUTORS INC.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,Hernandez,Rosa,Medium
10257,37,84.82,3138.3399999999997,2,3624.7827000000007,2004-06-14,Shipped,2,6,2004,Vintage Cars,104,S18_3136,THE SHARP GIFTS WAREHOUSE,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,Frick,Sue,Medium
10348,31,100.0,3100.0,5,3626.6884500000006,2004-11-01,Shipped,4,11,2004,Trucks and Buses,64,S32_3522,"CORRIDA AUTO REPLICAS, LTD",(91) 555 22 82,"C/ Araquil, 67",Madrid,,28023,Spain,Sommer,Mart¡n,Medium
10336,23,100.0,2300.0,8,3628.5133500000006,2004-11-20,Shipped,4,11,2004,Trucks and Buses,115,S50_1392,"LA CORNE D'ABONDANCE, CO.",(1) 42.34.2555,"265, boulevard Charonne",Paris,,75012,France,Bertrand,Marie,Medium
10193,21,100.0,2100.0,14,3628.5480000000002,2003-11-21,Shipped,4,11,2003,Vintage Cars,170,S18_1749,"AUSTRALIAN COLLECTABLES, LTD",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,Connery,Sean,Medium
10208,26,100.0,2600.0,14,3629.4258000000004,2004-01-02,Shipped,1,1,2004,Classic Cars,151,S12_3148,"SAVELEY & HENRIOT, CO.",78.32.5555,"2, rue du Commerce",Lyon,,69004,France,Saveley,Mary,Medium
10398,36,87.36,3144.96,12,3632.4288000000006,2005-03-30,Shipped,1,3,2005,Planes,74,S700_4002,REIMS COLLECTABLES,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,Henriot,Paul,Medium
10353,35,89.9,3146.5,3,3634.2075000000004,2004-12-04,Shipped,4,12,2004,Planes,72,S24_4278,GIFT IDEAS CORP.,2035554407,2440 Pompton St.,Glendale,CT,97561,USA,Lewis,Dan,Medium
